Region Code: AS
"Region Name: Asia"
Country Code: JPN
"Country Name: Japan"
Export date: 10/12/2025 10:20:56 PM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0682,b. Non-melanoma skin cancer,2010,Male,Age_all,[All],350.00000000,0.05523118,0.24138291,0.56844272,
CG0690,Breast cancer,2010,Male,Age_all,[All],90.00000000,0.01420230,0.06562124,0.14617099,
CG0730,Prostate cancer,2010,Male,Age_all,[All],10722.00000000,1.69196781,6.58695493,17.41383671,
CG0731,Testicular cancer,2010,Male,Age_all,[All],65.00000000,0.01025722,0.09447019,0.10556793,
CG0732,Kidney cancer,2010,Male,Age_all,[All],4707.00000000,0.74278050,3.25306458,7.64474253,
CG0740,Bladder cancer,2010,Male,Age_all,[All],4719.00000000,0.74467414,3.00264782,7.66423199,
CG0741,Brain and nervous system cancers,2010,Male,Age_all,[All],1113.00000000,0.17563516,1.16345904,1.80764785,
CG0742,Gallbladder and biliary tract cancer,2010,Male,Age_all,[All],8440.00000000,1.33186050,5.56192726,13.70759017,
CG0743,Larynx cancer,2010,Male,Age_all,[All],916.00000000,0.14454789,0.62022485,1.48769581,
CG0744,Thyroid cancer,2010,Male,Age_all,[All],582.00000000,0.09184157,0.40233093,0.94523904,
CG0745,Mesothelioma,2010,Male,Age_all,[All],1014.00000000,0.16001262,0.72816559,1.64685977,
CG0750,"Lymphomas, multiple myeloma",2010,Male,Age_all,[All],7894.00000000,1.24569986,5.54945287,12.82081953,
CG0751,a. Hodgkin lymphoma,2010,Male,Age_all,[All],93.00000000,0.01467571,0.08195965,0.15104335,
CG0752,b. Non-Hodgkin lymphoma,2010,Male,Age_all,[All],5628.00000000,0.88811741,4.00537229,9.14055895,
CG0753,c. Multiple myeloma,2010,Male,Age_all,[All],2173.00000000,0.34290674,1.46212092,3.52921723,
CG0760,Leukaemia,2010,Male,Age_all,[All],4860.00000000,0.76692441,3.96189305,7.89323320,
CG0780,Other neoplasms,2010,Male,Age_all,[All],5189.00000000,0.81884172,3.69589587,8.42756936,
CG0790,Diabetes mellitus,2010,Male,Age_all,[All],7620.00000000,1.20246173,5.44826946,12.37581009,
CG0800,Endocrine disorders,2010,Male,Age_all,[All],3956.00000000,0.62427016,2.95530458,6.42502686,
CG0810,Neuropsychiatric conditions,2010,Male,Age_all,[All],12091.00000000,1.90800063,8.81537086,19.63725981,
CG0820,Unipolar depressive disorders,2010,Male,Age_all,[All],79.00000000,0.01246647,0.06657701,0.12830564,
CG0830,Bipolar disorder,2010,Male,Age_all,[All],12.00000000,0.00189364,0.00923707,0.01948946,
CG0840,Schizophrenia,2010,Male,Age_all,[All],239.00000000,0.03771501,0.22379108,0.38816517,
CG0850,Epilepsy,2010,Male,Age_all,[All],352.00000000,0.05554679,0.40162912,0.57169096,
CG0860,Alcohol use disorders,2010,Male,Age_all,[All],340.00000000,0.05365315,0.33325072,0.55220150,
CG0870,Alzheimer and other dementias,2010,Male,Age_all,[All],4260.00000000,0.67224239,2.63906111,6.91875997,
CG0880,Parkinson disease,2010,Male,Age_all,[All],2534.00000000,0.39987376,1.53589357,4.11552530,
CG0890,Multiple sclerosis,2010,Male,Age_all,[All],28.00000000,0.00441849,0.02913806,0.04547542,
CG0900,Drug use disorders,2010,Male,Age_all,[All],135.00000000,0.02130346,0.19766844,0.21925648,
CG0910,Post-traumatic stress disorder,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2010,Male,Age_all,[All],40.00000000,0.00631214,0.03916843,0.06496488,
CG0970,Other neuropsychiatric disorders,2010,Male,Age_all,[All],4072.00000000,0.64257535,3.33995623,6.61342502,
CG0980,Sense organ diseases,2010,Male,Age_all,[All],6.00000000,0.00094682,0.00368636,0.00974473,
CG0990,Glaucoma,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2010,Male,Age_all,[All],6.00000000,0.00094682,0.00368636,0.00974473,
CG1040,Cardiovascular diseases,2010,Male,Age_all,[All],163018.00000000,25.72479091,112.49034715,264.76112973,
CG1050,Rheumatic heart disease,2010,Male,Age_all,[All],745.00000000,0.11756352,0.47429175,1.20997093,
CG1060,Hypertensive heart disease,2010,Male,Age_all,[All],1911.00000000,0.30156225,1.24297797,3.10369725,
CG1070,Ischaemic heart disease,2010,Male,Age_all,[All],42750.00000000,6.74609437,30.31461165,69.43121800,
CG1080,Cerebrovascular disease,2010,Male,Age_all,[All],60186.00000000,9.49755405,40.98450282,97.74941021,
CG1090,Inflammatory heart diseases,2010,Male,Age_all,[All],3567.00000000,0.56288465,2.74897603,5.79324338,
CG1110,Respiratory diseases,2010,Male,Age_all,[All],41224.00000000,6.50528641,25.63175270,66.95280774,
CG1120,Chronic obstructive pulmonary disease,2010,Male,Age_all,[All],12919.00000000,2.03866183,7.78690495,20.98203287,
CG1130,Asthma,2010,Male,Age_all,[All],898.00000000,0.14170743,0.65287807,1.45846161,
CG1140,Other respiratory diseases,2010,Male,Age_all,[All],27407.00000000,4.32491715,17.19196968,44.51231326,
CG1150,Digestive diseases,2010,Male,Age_all,[All],24390.00000000,3.84882436,18.60994596,39.61233701,
CG1160,Peptic ulcer disease,2010,Male,Age_all,[All],1835.00000000,0.28956920,1.28455628,2.98026398,
CG1170,Cirrhosis of the liver,2010,Male,Age_all,[All],8917.00000000,1.40713271,7.86751605,14.48229640,
CG1180,Appendicitis,2010,Male,Age_all,[All],61.00000000,0.00962601,0.05237401,0.09907145,
CG1181,Gastritis and duodenitis,2010,Male,Age_all,[All],34.00000000,0.00536531,0.02090127,0.05522015,
CG1182,Paralytic ileus and intestinal obstruction,2010,Male,Age_all,[All],2541.00000000,0.40097838,1.66102918,4.12689415,
CG1183,Inflammatory bowel disease,2010,Male,Age_all,[All],141.00000000,0.02225028,0.11917096,0.22900121,
CG1184,Gallbladder and biliary diseases,2010,Male,Age_all,[All],2013.00000000,0.31765820,1.25342524,3.26935770,
CG1185,Pancreatitis,2010,Male,Age_all,[All],794.00000000,0.12529588,0.62268165,1.28955291,
CG1190,Other digestive diseases,2010,Male,Age_all,[All],8054.00000000,1.27094840,5.72829133,13.08067906,
CG1200,Genitourinary diseases,2010,Male,Age_all,[All],14362.00000000,2.26637210,9.07840657,23.32564100,
CG1210,Nephritis and nephrosis,2010,Male,Age_all,[All],12519.00000000,1.97554048,7.92632315,20.33238405,
CG1220,Benign prostatic hypertrophy,2010,Male,Age_all,[All],100.00000000,0.01578034,0.05945739,0.16241221,
CG1230,Other genitourinary system diseases,2010,Male,Age_all,[All],1743.00000000,0.27505129,1.09262603,2.83084475,
CG1240,Skin diseases,2010,Male,Age_all,[All],510.00000000,0.08047972,0.33516571,0.82830225,
CG1250,Musculoskeletal diseases,2010,Male,Age_all,[All],2093.00000000,0.33028247,1.46748549,3.39928747,
CG1260,Rheumatoid arthritis,2010,Male,Age_all,[All],442.00000000,0.06974909,0.29010718,0.71786195,
CG1270,Osteoarthritis,2010,Male,Age_all,[All],9.00000000,0.00142023,0.00533549,0.01461710,
CG1280,Gout,2010,Male,Age_all,[All],10.00000000,0.00157803,0.00815156,0.01624122,
CG1290,Back pain,2010,Male,Age_all,[All],240.00000000,0.03787281,0.15181647,0.38978929,
CG1300,Other musculoskeletal disorders,2010,Male,Age_all,[All],1392.00000000,0.21966230,1.01207479,2.26077791,
CG1310,Congenital anomalies,2010,Male,Age_all,[All],1114.00000000,0.17579296,2.55340854,1.80927197,
CG1320,Abdominal wall defect,2010,Male,Age_all,[All],2.00000000,0.00031561,0.00674835,0.00324824,
CG1330,Anencephaly,2010,Male,Age_all,[All],15.00000000,0.00236705,0.05061261,0.02436183,
CG1340,Anorectal atresia,2010,Male,Age_all,[All],1.00000000,0.00015780,0.00337417,0.00162412,
CG1350,Cleft lip,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2010,Male,Age_all,[All],6.00000000,0.00094682,0.01708821,0.00974473,
CG1380,Renal agenesis,2010,Male,Age_all,[All],17.00000000,0.00268266,0.05194802,0.02761008,
CG1390,Down syndrome,2010,Male,Age_all,[All],32.00000000,0.00504971,0.05993381,0.05197191,
CG1400,Congenital heart anomalies,2010,Male,Age_all,[All],559.00000000,0.08821209,1.26920622,0.90788423,
CG1410,Spina bifida,2010,Male,Age_all,[All],3.00000000,0.00047341,0.00632649,0.00487237,
CG1420,Other Congenital anomalies,2010,Male,Age_all,[All],479.00000000,0.07558782,1.08817065,0.77795447,
CG1430,Oral conditions,2010,Male,Age_all,[All],20.00000000,0.00315607,0.01380229,0.03248244,
CG1440,Dental caries,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2010,Male,Age_all,[All],3.00000000,0.00047341,0.00192259,0.00487237,
CG1460,Edentulism,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2010,Male,Age_all,[All],17.00000000,0.00268266,0.01187970,0.02761008,
CG1475,Sudden infant death syndrome,2010,Male,Age_all,[All],84.00000000,0.01325548,0.28322710,0.13642625,
CG1480,Injuries,2010,Male,Age_all,[All],48160.00000000,7.59981064,51.09127216,78.21771834,
CG1490,Unintentional injuries,2010,Male,Age_all,[All],25219.00000000,3.97964336,21.98710754,40.95873419,
CG1500,Road traffic accidents,2010,Male,Age_all,[All],4231.00000000,0.66766609,5.12640793,6.87166043,
CG1510,Poisonings,2010,Male,Age_all,[All],372.00000000,0.05870286,0.48420109,0.60417341,
CG1520,Falls,2010,Male,Age_all,[All],4335.00000000,0.68407764,3.39898770,7.04056912,
CG1530,Fires,2010,Male,Age_all,[All],841.00000000,0.13271264,0.79188699,1.36588665,
CG1540,Drownings,2010,Male,Age_all,[All],3786.00000000,0.59744359,3.21821696,6.14892611,
CG1541,Exposure to mechanical forces,2010,Male,Age_all,[All],584.00000000,0.09215717,0.69142867,0.94848728,
CG1542,Natural disasters,2010,Male,Age_all,[All],23.00000000,0.00362948,0.03087918,0.03735481,
CG1550,Other unintentional injuries,2010,Male,Age_all,[All],11047.00000000,1.74325391,8.24509902,17.94167638,
CG1560,Intentional injuries,2010,Male,Age_all,[All],21269.00000000,3.35632003,27.18743069,34.54345206,
CG1570,Self-inflicted injuries,2010,Male,Age_all,[All],21035.00000000,3.31939404,26.85282397,34.16340750,
CG1580,Violence,2010,Male,Age_all,[All],232.00000000,0.03661038,0.33172906,0.37679632,
CG1590,War,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2010,Male,Age_all,[All],2.00000000,0.00031561,0.00287766,0.00324824,
CG1610,Ill-defined diseases,2010,Male,Age_all,[All],19650.00000000,3.10083636,14.14607873,31.91399845,
CG0768,Ill-defined malignant neoplasms,2010,Male,Age_all,[All],2652.00000000,0.41849456,1.91574518,4.30717170,
CG0769,Other malignant neoplasms,2010,Male,Age_all,[All],4626.00000000,0.72999842,3.61815427,7.51318864,
CG0789,Diabetes mellitus and endocrine disorders,2010,Male,Age_all,[All],11576.00000000,1.82673189,8.40357404,18.80083695,
CG1098,Ill-defined circulatory diseases,2010,Male,Age_all,[All],33948.00000000,5.35710904,23.19242967,55.13569564,
CG1099,Other circulatory diseases,2010,Male,Age_all,[All],19911.00000000,3.14202304,13.53255726,32.33789431,
CG1605,Ill-defined injuries/accidents,2010,Male,Age_all,[All],1672.00000000,0.26384725,1.91673393,2.71553208,
CG0395,COVID-19,2010,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2010,Female,Age_all,[All],563312.00000000,100.00000000,234.62121123,869.17449670,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2010,Female,Age_all,[All],71167.00000000,12.63367370,24.23280048,109.80866981,
CG0020,Infectious and parasitic diseases,2010,Female,Age_all,[All],13428.00000000,2.38375891,5.81304077,20.71902452,
CG0030,Tuberculosis,2010,Female,Age_all,[All],1449.00000000,0.25722868,0.50489171,2.23576605,
CG0040,STDs excluding HIV,2010,Female,Age_all,[All],116.00000000,0.02059250,0.04331027,0.17898472,
CG0050,Syphilis,2010,Female,Age_all,[All],2.00000000,0.00035504,0.00056865,0.00308594,
CG0060,Chlamydia,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2010,Female,Age_all,[All],114.00000000,0.02023745,0.04274162,0.17589878,
CG0090,HIV/AIDS,2010,Female,Age_all,[All],5.00000000,0.00088761,0.00324643,0.00771486,
CG0100,Diarrhoeal diseases,2010,Female,Age_all,[All],1313.00000000,0.23308575,0.52283637,2.02592189,
CG0110,Childhood-cluster diseases,2010,Female,Age_all,[All],16.00000000,0.00284034,0.01061557,0.02468755,
CG0120,Pertussis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2010,Female,Age_all,[All],10.00000000,0.00177522,0.00686230,0.01542972,
CG0140,Diphtheria,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0160,Tetanus,2010,Female,Age_all,[All],6.00000000,0.00106513,0.00375328,0.00925783,
CG0170,Meningitis,2010,Female,Age_all,[All],138.00000000,0.02449797,0.10135027,0.21293010,
CG0180,Hepatitis B,2010,Female,Age_all,[All],361.00000000,0.06408527,0.24343491,0.55701280,
CG0190,Hepatitis C,2010,Female,Age_all,[All],2609.00000000,0.46315363,1.22626320,4.02561327,
CG0200,Malaria,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2010,Female,Age_all,[All],4.00000000,0.00071009,0.00091529,0.00617189,
CG0220,Trypanosomiasis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2010,Female,Age_all,[All],4.00000000,0.00071009,0.00091529,0.00617189,
CG0250,Leishmaniasis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2010,Female,Age_all,[All],3.00000000,0.00053256,0.00104666,0.00462892,
CG0330,Ascariasis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0360,Other intestinal infections,2010,Female,Age_all,[All],3.00000000,0.00053256,0.00104666,0.00462892,
CG0370,Other infectious diseases,2010,Female,Age_all,[All],7414.00000000,1.31614452,3.15513009,11.43959248,
CG0380,Respiratory infections,2010,Female,Age_all,[All],55944.00000000,9.93126367,16.83549658,86.32001101,
CG0390,Lower respiratory infections,2010,Female,Age_all,[All],55842.00000000,9.91315647,16.79679515,86.16262789,
CG0400,Upper respiratory infections,2010,Female,Age_all,[All],94.00000000,0.01668702,0.03606911,0.14503934,
CG0410,Otitis media,2010,Female,Age_all,[All],8.00000000,0.00142017,0.00263231,0.01234377,
CG0420,Maternal conditions,2010,Female,Age_all,[All],49.00000000,0.00869855,0.08273171,0.07560562,
CG0430,Maternal haemorrhage,2010,Female,Age_all,[All],9.00000000,0.00159769,0.01427482,0.01388675,
CG0440,Maternal sepsis,2010,Female,Age_all,[All],1.00000000,0.00017752,0.00150061,0.00154297,
CG0450,Hypertensive disorders,2010,Female,Age_all,[All],2.00000000,0.00035504,0.00304439,0.00308594,
CG0460,Obstructed labour,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Pregnancy with abortive outcome,2010,Female,Age_all,[All],3.00000000,0.00053256,0.00564346,0.00462892,
CG0480,Other maternal conditions,2010,Female,Age_all,[All],34.00000000,0.00603573,0.05826843,0.05246104,
CG0490,Perinatal conditions,2010,Female,Age_all,[All],268.00000000,0.04757577,0.94890751,0.41351643,
CG0500,Low birth weight,2010,Female,Age_all,[All],86.00000000,0.01526685,0.30441903,0.13269557,
CG0510,Birth asphyxia and birth trauma,2010,Female,Age_all,[All],88.00000000,0.01562189,0.31150381,0.13578151,
CG0520,Other perinatal conditions,2010,Female,Age_all,[All],94.00000000,0.01668702,0.33298467,0.14503934,
CG0530,Nutritional deficiencies,2010,Female,Age_all,[All],1478.00000000,0.26237680,0.55262391,2.28051223,
CG0540,Protein-energy malnutrition,2010,Female,Age_all,[All],839.00000000,0.14894055,0.33579129,1.29455329,
CG0550,Iodine deficiency,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0560,Vitamin A deficiency,2010,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2010,Female,Age_all,[All],434.00000000,0.07704434,0.13427150,0.66964974,
CG0580,Other nutritional disorders,2010,Female,Age_all,[All],205.00000000,0.03639191,0.08256112,0.31630921,
CG0590,Noncommunicable diseases,2010,Female,Age_all,[All],424182.00000000,75.30143153,178.98333430,654.50083854,
CG0600,Malignant neoplasms,2010,Female,Age_all,[All],142066.00000000,25.21977164,75.64777152,219.20382319,
CG0610,Mouth and oropharynx cancers,2010,Female,Age_all,[All],1962.00000000,0.34829721,1.00575736,3.02731055,
CG0611,a. Lip and oral cavity cancers,2010,Female,Age_all,[All],1550.00000000,0.27515835,0.75126033,2.39160620,
CG0612,b. Nasopharynx cancers,2010,Female,Age_all,[All],79.00000000,0.01402420,0.05333040,0.12189477,
CG0613,c. Other pharynx cancer,2010,Female,Age_all,[All],333.00000000,0.05911466,0.20116662,0.51380959,
CG0620,Oesophagus cancer,2010,Female,Age_all,[All],1875.00000000,0.33285284,1.00190752,2.89307201,
CG0630,Stomach cancer,2010,Female,Age_all,[All],17193.00000000,3.05212742,8.40765025,26.52831312,
CG0640,Colon and rectum cancers,2010,Female,Age_all,[All],20495.00000000,3.63830346,9.99397297,31.62320581,
CG0650,Liver cancer,2010,Female,Age_all,[All],11255.00000000,1.99800466,5.09811692,17.36614693,
CG0660,Pancreas cancer,2010,Female,Age_all,[All],13448.00000000,2.38730934,6.58759836,20.74988396,
CG0670,"Trachea, bronchus, lung cancers",2010,Female,Age_all,[All],19418.00000000,3.44711279,9.34735637,29.96142524,
CG0680,Melanoma and other skin cancers,2010,Female,Age_all,[All],738.00000000,0.13101088,0.36758472,1.13871314,
CG0681,a. Malignant skin melanoma,2010,Female,Age_all,[All],310.00000000,0.05503167,0.20058306,0.47832124,
CG0682,b. Non-melanoma skin cancer,2010,Female,Age_all,[All],428.00000000,0.07597921,0.16700165,0.66039190,
CG0690,Breast cancer,2010,Female,Age_all,[All],12455.00000000,2.21103048,9.84377901,19.21771302,
CG0700,Cervix uteri cancer,2010,Female,Age_all,[All],2664.00000000,0.47291732,2.25667523,4.11047671,
CG0710,Corpus uteri cancer,2010,Female,Age_all,[All],3266.00000000,0.57978527,2.12369104,5.03934570,
CG0720,Ovary cancer,2010,Female,Age_all,[All],4654.00000000,0.82618513,3.50523204,7.18099048,
CG0732,Kidney cancer,2010,Female,Age_all,[All],2493.00000000,0.44256114,1.16017782,3.84662855,
CG0740,Bladder cancer,2010,Female,Age_all,[All],2085.00000000,0.37013236,0.78398759,3.21709608,
CG0741,Brain and nervous system cancers,2010,Female,Age_all,[All],829.00000000,0.14716534,0.76309119,1.27912357,
CG0742,Gallbladder and biliary tract cancer,2010,Female,Age_all,[All],9145.00000000,1.62343426,3.80044380,14.11047656,
CG0743,Larynx cancer,2010,Female,Age_all,[All],86.00000000,0.01526685,0.03973521,0.13269557,
CG0744,Thyroid cancer,2010,Female,Age_all,[All],1087.00000000,0.19296589,0.47729025,1.67721028,
CG0745,Mesothelioma,2010,Female,Age_all,[All],195.00000000,0.03461670,0.10702848,0.30087949,
